HP:0000002	Abnormality of body height	身高异常
HP:0000719	Inappropriate behavior	不适宜行为
HP:0000720	Mood swings	情绪波动
HP:0000721	Lack of spontaneous play	自发性游戏缺乏
HP:0000722	Obsessive-compulsive behavior	强迫行为
HP:0000723	Restrictive behavior	限制性行为
HP:0000725	Psychotic episodes	精神病发作
HP:0000726	Dementia	认知障碍
HP:0000727	Frontal lobe dementia	额叶痴呆
HP:0000728	Impaired ability to form peer relationships	同伴关系建立能力障碍
HP:0000729	Autistic behavior	自闭症行为
HP:0000732	Inflexible adherence to routines or rituals	恪守程序或习惯
HP:0000733	Stereotypic behavior	刻板行为
HP:0000734	Disinhibition	脱抑制
HP:0000735	Impaired social interactions	社会交往障碍
HP:0000736	Short attention span	注意力短暂
HP:0000737	Irritability	易激惹
HP:0000738	Hallucinations	幻觉
HP:0000739	Anxiety	焦虑
HP:0000740	Anxiety (with pheochromocytoma)	焦虑（伴嗜铬细胞瘤）
HP:0000741	Apathy	情感淡漠
HP:0000742	Self-mutilation	自残
HP:0000743	Frontal release signs	额叶释放征象
HP:0000744	Low frustration tolerance	低挫折承受力
HP:0000745	Diminished motivation	动机减弱
HP:0000746	Delusions	妄想
HP:0000748	Inappropriate laughter	不适宜的发笑
HP:0000749	Paroxysmal bursts of laughter	阵发性大笑
HP:0000750	Delayed speech and language development	语言发育迟缓
HP:0000751	Personality changes	性格改变
HP:0000752	Hyperactivity	多动
HP:0000753	Autism with high cognitive abilities	具有高认知能力的自闭症
HP:0000756	Agoraphobia	广场恐怖症
HP:0000757	Lack of insight	自知力缺乏
HP:0000758	Impaired use of nonverbal behaviors	非言语行为应用障碍
HP:0000759	Abnormality of the peripheral nervous system	外周神经系统的异常
HP:0000762	Decreased nerve conduction velocity	神经传导速度降低
HP:0000763	Sensory neuropathy	感觉神经病
HP:0000764	Peripheral axonal degeneration	外围轴索变性
HP:0000765	Abnormality of the thorax	胸廓异常
HP:0000766	Abnormality of the sternum	胸骨异常
HP:0000767	Pectus excavatum	漏斗胸
HP:0000768	Pectus carinatum	鸡胸
HP:0000769	Abnormality of the breast	乳房异常
HP:0000771	Gynecomastia	男子女性乳房发育
HP:0000772	Abnormality of the ribs	肋骨异常
HP:0000773	Short ribs	短肋
HP:0000774	Narrow chest	窄胸
HP:0000775	Abnormality of the diaphragm	膈肌异常
HP:0000776	Congenital diaphragmatic hernia	先天性膈疝
HP:0000777	Abnormality of the thymus	胸腺异常
HP:0000778	Hypoplasia of the thymus	胸腺发育不全
HP:0000782	Abnormality of the scapula	肩胛骨异常
HP:0000786	Primary amenorrhea	原发性闭经
HP:0000787	Nephrolithiasis	肾结石
HP:0000789	Infertility	不育症
HP:0000790	Hematuria	血尿
HP:0000791	Uric acid nephrolithiasis	肾尿酸结石
HP:0000793	Membranoproliferative glomerulonephritis	膜增生性肾小球肾炎
HP:0000794	IgA deposition in the glomerulus	肾小球IgA沉积
HP:0000795	Abnormality of the urethra	尿道异常
HP:0000796	Urethral obstruction	尿道梗阻
HP:0000798	Oligospermia	少精症
HP:0000799	Renal steatosis	肾脂肪变性
HP:0000800	Cystic renal dysplasia	囊性肾发育不良
HP:0000802	Impotence	阳痿
HP:0000803	Renal cortical cysts	肾皮质囊肿
HP:0000804	Xanthine nephrolithiasis	肾黄嘌呤结石
HP:0000805	Enuresis	遗尿症
HP:0000807	Glandular hypospadias	尿道下裂
HP:0000808	Penoscrotal hypospadias	阴茎阴囊型尿道下裂
HP:0000809	Urinary tract atresia	尿道闭锁
HP:0000811	Abnormal external genitalia	外生殖器异常
HP:0000812	Abnormal internal genitalia	内生殖器异常
HP:0000813	Bicornuate uterus	双角子宫
HP:0000815	Hypergonadotropic hypogonadism	高促性腺激素性性腺功能减退症
HP:0000816	Abnormality of Krebs cycle metabolism	Krebs循环代谢异常
HP:0000817	Poor eye contact	眼神躲避
HP:0000818	Abnormality of the endocrine system	内分泌系统异常
HP:0000819	Diabetes mellitus	糖尿病
HP:0000820	Abnormality of the thyroid gland	甲状腺异常
HP:0000821	Hypothyroidism	甲状腺功能减退症
HP:0000822	Hypertension	高血压
HP:0000823	Delayed puberty	青春期发育延迟
HP:0000824	Growth hormone deficiency	生长激素缺乏症
HP:0000825	Hyperinsulinemic hypoglycemia	高胰岛素性低血糖
HP:0000826	Precocious puberty	性早熟
HP:0000828	Abnormality of the parathyroid gland	甲状旁腺异常
HP:0000829	Hypoparathyroidism	甲状旁腺功能减退症
HP:0000830	Anterior hypopituitarism	垂体前叶功能减退症
HP:0000831	Insulin-resistant diabetes mellitus	胰岛素抵抗性糖尿病
HP:0000832	Primary hypothyroidism	原发性甲状腺功能减退症
HP:0000833	Glucose intolerance	葡萄糖不耐受
HP:0000834	Abnormality of the adrenal glands	肾上腺异常
HP:0000835	Adrenal hypoplasia	肾上腺发育不良
HP:0000836	Hyperthyroidism	甲状腺功能亢进症
HP:0000837	Gonadotropin excess	促性腺激素增多
HP:0000839	Pituitary dwarfism	垂体性侏儒症
HP:0000840	Adrenogenital syndrome	肾上腺性征异常综合征
HP:0000841	Hyperactive renin-angiotensin system	肾素-血管紧张素系统亢进
HP:0000842	Hyperinsulinemia	高胰岛素血症
HP:0000843	Hyperparathyroidism	甲状旁腺功能亢进症
HP:0000845	Growth hormone excess	生长激素增多
HP:0000846	Adrenal insufficiency	肾上腺功能不全
HP:0000847	Abnormality of renin-angiotensin system	肾素-血管紧张素系统异常
HP:0000848	Increased circulating renin level	血肾素水平升高
HP:0000849	Adrenocortical abnormality	肾上腺皮质异常
HP:0000851	Congenital hypothyroidism	先天性甲状腺功能减退症
HP:0000852	Pseudohypoparathyroidism	假性甲状旁腺功能减退症
HP:0000853	Goiter	甲状腺肿
HP:0000854	Thyroid adenoma	甲状腺腺瘤
HP:0000855	Insulin resistance	胰岛素抵抗
HP:0000857	Neonatal insulin-dependent diabetes mellitus	新生儿胰岛素依赖性糖尿病
HP:0000858	Menstrual irregularities	月经不调症
HP:0000859	Hyperaldosteronism	醛固酮增多症
HP:0000860	Parathyroid hypoplasia	甲状旁腺发育不全
HP:0000863	Central diabetes insipidus	中枢性尿崩症
HP:0000864	Abnormality of the hypothalamus-pituitary axis	下丘脑-垂体轴异常
HP:0000866	Euthyroid multinodular goiter	甲状腺功能正常结节性甲状腺肿
HP:0000867	Secondary hyperparathyroidism	继发性甲状旁腺功能亢进症
HP:0000868	Decreased fertility in females	女性生育能力降低
HP:0000869	Secondary amenorrhea	继发性闭经
HP:0000870	Prolactin excess	泌乳激素过多
HP:0000871	Panhypopituitarism	全垂体功能减退
HP:0000872	Hashimoto thyroiditis	桥本甲状腺炎
HP:0000873	Diabetes insipidus	尿崩症
HP:0000875	Episodic hypertension	阵发性高血压
HP:0000876	Oligomenorrhea	月经稀发
HP:0000877	Insulin-resistant diabetes mellitus at puberty	青春期胰岛素抵抗性糖尿病
HP:0000878	11 pairs of ribs	11对肋骨
HP:0000879	Short sternum	短胸骨
HP:0000882	Hypoplastic scapulae	肩胛骨发育不全
HP:0000883	Thin ribs	肋骨变薄
HP:0000884	Prominent sternum	胸骨突出
HP:0000885	Broad ribs	宽肋骨
HP:0000886	Deformed rib cage	胸廓变形
HP:0000887	Cupped ribs	杯状肋骨
HP:0000888	Horizontal ribs	横位肋骨
HP:0000889	Abnormality of the clavicles	锁骨异常
HP:0000890	Long clavicles	长锁骨
HP:0000891	Cervical ribs	颈肋
HP:0000892	Bifid ribs	#####
HP:0000893	Bulging of the costochondral junction	肋软骨交界处隆起
HP:0000894	Short clavicles	短锁骨
HP:0000895	Hooked clavicles	钩状锁骨
HP:0000896	Rib exostoses	肋骨外生骨疣
HP:0000897	Rachitic rosary	串珠肋
HP:0000900	Thickened ribs	肋骨增厚
HP:0000902	Rib fusion	肋骨融合
HP:0000904	Flaring of rib cage	喇叭状胸廓
HP:0000905	Progressive clavicular acroosteolysis	进行性锁骨肢端骨质溶解
HP:0000907	Anterior rib cupping	杯状前肋
HP:0000910	Wide-cupped costochondral junctions	宽杯状的肋软骨交界处
HP:0000911	Flat glenoid fossa	关节窝浅平
HP:0000912	Sprengel anomaly	先天性肩部抬高畸形（Sprengel畸形）
HP:0000913	Posterior rib fusion	后肋融合
HP:0000914	Shield chest	盾状胸
HP:0000915	Pectus excavatum of inferior sternum	下胸骨漏斗胸
HP:0000916	Broad clavicles	锁骨增宽
HP:0000917	Superior pectus carinatum	高位鸡胸
HP:0000918	Scapular exostoses	肩胛外生骨疣
HP:0000919	Abnormality of the costochondral junction	肋软骨交界处异常
HP:0000920	Enlargement of the costochondral junction	肋软骨交界处膨大
HP:0000921	Missing ribs	肋骨缺失
HP:0000922	Posterior rib cupping	杯状后肋
HP:0000923	Beaded ribs	串珠肋
HP:0000924	Abnormality of the skeletal system	骨骼系统异常
HP:0000925	Abnormality of the vertebral column	脊柱异常
HP:0000926	Platyspondyly	扁平椎
HP:0000927	Abnormality of skeletal maturation	骨骼成熟异常
HP:0000929	Abnormality of the skull	颅骨异常
HP:0000930	Elevated imprint of the transverse sinuses	横窦压迹抬高
HP:0000931	Thinning and bulging of the posterior fossa bones	后颅窝変薄膨出
HP:0000932	Abnormality of the posterior cranial fossa	后颅窝异常
HP:0000933	Posterior fossa cyst at the fourth ventricle	后颅窝第四脑室囊肿
HP:0000934	Chondrocalcinosis	软骨钙质沉着症
HP:0000935	Thickened cortex of long bones	长骨骨皮质增厚
HP:0000938	Osteopenia	骨质减少
HP:0000939	Osteoporosis	骨质疏松
HP:0000940	Abnormal diaphysis morphology	骨干形态异常
HP:0000941	Short diaphyses	短骨干
HP:0000943	Dysostosis multiplex	多发性成骨不全
HP:0000944	Abnormality of the metaphyses	干骺端异常
HP:0000946	Hypoplastic ilia	髂骨发育不全
HP:0000947	Dumbbell-shaped long bone	哑铃状长骨
HP:0000951	Abnormality of the skin	皮肤异常
HP:0000952	Jaundice	黄疸
HP:0000953	Hyperpigmentation of the skin	皮肤色素沉着
HP:0000954	Single transverse palmar crease	单独掌横纹
HP:0000956	Acanthosis nigricans	黑棘皮病
HP:0000957	Cafe-au-lait spot	牛奶咖啡斑
HP:0000958	Dry skin	干性皮肤
HP:0000960	Sacral dimple	骶骨酒窝
HP:0000961	Cyanosis	紫绀
HP:0000962	Hyperkeratosis	角化过度
HP:0000963	Thin skin	皮肤变薄
HP:0000964	Eczema	湿疹
HP:0000965	Cutis marmorata	大理石样皮肤
HP:0000966	Hypohidrosis	少汗症
HP:0000967	Petechiae	瘀点
HP:0000968	Ectodermal dysplasia	外胚层发育不良
HP:0000969	Edema	水肿
HP:0000970	Anhidrosis	无汗症
HP:0000971	Abnormality of the sweat gland	汗腺异常
HP:0000972	Palmoplantar hyperkeratosis	掌跖角化
HP:0000973	Cutis laxa	皮肤松弛症
HP:0000974	Hyperextensible skin	皮肤过度伸展
HP:0000975	Hyperhidrosis	多汗症
HP:0000976	Eczematoid dermatitis	湿疹样皮炎
HP:0000977	Soft skin	皮肤柔软
HP:0000978	Bruising susceptibility	瘀斑易感性
HP:0000979	Purpura	紫癜
HP:0000980	Pallor	苍白圈
HP:0000982	Palmoplantar keratoderma	掌跖角化症
HP:0000987	Atypical scarring of skin	非典型皮肤瘢痕
HP:0000988	Skin rash	皮疹
HP:0000989	Pruritus	瘙痒
HP:0000991	Xanthomatosis	黄瘤病
HP:0000992	Cutaneous photosensitivity	光感性皮肤
HP:0000993	Molluscoid pseudotumors	软假瘤
HP:0000995	Melanocytic nevus	黑素细胞痣
HP:0000996	Facial capillary hemangioma	面部毛细血管瘤
HP:0000997	Axillary freckling	腋窝雀斑
HP:0000998	Hypertrichosis	多毛症
HP:0000999	Pyoderma	脓皮病
HP:0001000	Abnormality of skin pigmentation	皮肤着色异常
HP:0001001	Abnormality of subcutaneous fat tissue	皮下脂肪组织异常
HP:0001002	Decreased subcutaneous fat	皮下脂肪减少
HP:0001003	Multiple lentigines	多发性雀斑样痣
HP:0001004	Lymphedema	淋巴水肿
HP:0001005	Dermatological manifestations of systemic disorders	系统性疾病的皮肤表现
HP:0001006	Hypotrichosis	少毛症
HP:0001007	Hirsutism	多毛症；女性多毛症
HP:0001008	Accumulation of melanosomes in melanocytes	黑素细胞中黑素小体聚集
HP:0001009	Telangiectasia	毛细血管扩张
HP:0001010	Hypopigmentation of the skin	皮肤色素减退
HP:0001011	Diaphoresis (with pheochromocytoma)	多汗症（伴发嗜铬细胞瘤）
HP:0001012	Multiple lipomas	多发性脂肪瘤
HP:0001013	Eruptive xanthomas	发疹性黄瘤
HP:0001014	Angiokeratoma	血管角皮瘤
HP:0001015	Prominent superficial veins	浅表静脉隆凸
HP:0001017	Anemic pallor	贫血性白斑
HP:0001018	Abnormal palmar dermatoglyphics	手掌皮纹异常
HP:0001019	Erythroderma	剥脱性皮炎
HP:0001022	Albinism	白化病
HP:0001024	Skin dimple over apex of long bone angulation	长骨角顶点处的皮肤酒窝征
HP:0001025	Urticaria	荨麻疹
HP:0001026	Penetrating foot ulcers	足部穿通性溃疡
HP:0001027	Soft, doughy skin	面团样柔性皮肤
HP:0001028	Hemangioma	血管瘤
HP:0001029	Poikiloderma	皮肤异色症
HP:0001030	Fragile skin	敏感性皮肤
HP:0001031	Subcutaneous lipoma	皮下脂肪瘤
HP:0001032	Absent distal interphalangeal creases	远侧指间皮肤皱褶缺如
HP:0001033	Facial flushing after alcohol intake	酒后面部潮红
HP:0001034	Hypermelanotic macule	色素沉着斑
HP:0001036	Parakeratosis	角化不全
HP:0001038	Warfarin-induced skin necrosis	华法林诱导性皮肤坏死
HP:0001039	Atheroeruptive xanthoma	粥样发疹性黄瘤
HP:0001040	Multiple pterygia	多发翼状胬肉
HP:0001041	Facial erythema	面部红斑
HP:0001042	High axial triradius	高位轴三角掌纹
HP:0001043	Prominent scalp veins	头皮静脉隆凸
HP:0001045	Vitiligo	白癜风
HP:0001046	Intermittent jaundice	间歇性黄疸
HP:0001047	Atopic dermatitis	特应性皮炎
HP:0001048	Cavernous hemangioma	海绵状血管瘤
HP:0001049	Absent dorsal skin creases over affected joints	受累关节背面皮肤皱褶缺如
HP:0001050	Plethora	多血症（红细胞增多症）
HP:0001051	Seborrheic dermatitis	脂溢性皮炎
HP:0001052	Nevus flammeus	鲜红斑痣
HP:0001053	Hypopigmented skin patches	皮肤色素减退斑
HP:0001054	Numerous nevi	多发性色素痣
HP:0001055	Erysipelas	丹毒
HP:0001056	Milia	粟丘疹
HP:0001057	aplasia cutis congenita	先天性表皮发育不全
HP:0001058	Poor wound healing	伤口愈合不良
HP:0001059	Pterygium	翼状胬肉
HP:0001060	Axillary pterygia	腋窝翼状胬肉
HP:0001061	Acne	痤疮
HP:0001062	Atypical nevi (>5mm with irregular edge and pigmentation)	非典型痣（>5毫米且有不规则的边缘及色素沉着）
HP:0001063	Acrocyanosis	手足发绀
HP:0001065	Striae distensae	萎缩纹
HP:0001067	Neurofibromas	神经纤维瘤
HP:0001069	Episodic hyperhidrosis	发作性多汗症
HP:0001070	Mottled pigmentation	斑驳病
HP:0001071	Angiokeratoma corporis diffusum	弥漫性血管角皮瘤
HP:0001072	Thickened skin	皮肤增厚
HP:0001073	Cigarette-paper scars	卷烟纸样瘢痕
HP:0001074	Atypical nevi in non-sun exposed areas	非曝露部位不典型痣
HP:0001075	Atrophic scars	萎缩性瘢痕
HP:0001076	Glabellar hemangioma	眉间血管瘤
HP:0001080	Biliary tract abnormality	胆道异常
HP:0001081	Cholelithiasis	胆石症
HP:0001082	Cholecystitis	胆囊炎
HP:0001083	Ectopia lentis	晶状体异位
HP:0001084	Corneal arcus	角膜环
HP:0001085	Papilledema	视乳头水肿
HP:0001087	Congenital glaucoma	先天性青光眼
HP:0001088	Brushfield spots	Brushfield点
HP:0001089	Iris atrophy	虹膜萎缩
HP:0001090	Large eyes	大眼睛
HP:0001092	Absent lacrimal punctum	泪小点缺损
HP:0001093	Optic nerve dysplasia	视神经发育异常
HP:0001094	Iridocyclitis	虹膜睫状体炎
HP:0001095	Hypertensive retinopathy	高血压性视网膜病变
HP:0001096	Keratoconjunctivitis	角膜结膜炎
HP:0001097	Keratoconjunctivitis sicca	干燥性角结膜炎
HP:0001098	Abnormality of the fundus	眼底异常
HP:0001099	Fundus atrophy	眼底萎缩
HP:0001100	Heterochromia iridis	虹膜异色
HP:0001101	Iritis	虹膜炎
HP:0001102	Angioid streaks of the retina	视网膜血管样纹
HP:0001103	Abnormality of the macula	黄斑异常
HP:0001104	Macular hypoplasia	黄斑发育不良
HP:0001105	Retinal atrophy	视网膜萎缩
HP:0001106	Periorbital hyperpigmentation	眼眶周围色素沉着
HP:0001107	Ocular albinism	眼部白化病
HP:0001112	Leber optic atrophy	Leber视神经萎缩
HP:0001114	Xanthelasma	睑黄瘤
HP:0001115	Posterior polar cataract	后极性白内障
HP:0001116	Macular coloboma	黄斑缺损
HP:0001117	Sudden central visual loss	突如性的中心视力丧失
HP:0001118	Juvenile cataract	青少年白内障
HP:0001119	Keratoglobus	球形角膜
HP:0001120	Abnormality of corneal size	角膜大小异常
HP:0001122	aplasia/Hypoplasia of the choroid	脉络膜发育缺陷/不全
HP:0001123	Visual field defect	视野缺损
HP:0001125	Hemianopic blurring of vision	视力偏盲
HP:0001126	Cryptophthalmos	隐眼
HP:0001128	Trichiasis	倒睫
HP:0001129	Large central visual field defect	中央大视野缺损
HP:0001131	Corneal dystrophy	角膜营养不良
HP:0001132	Lens subluxation	晶状体半脱位
HP:0001133	Constricted visual fields	狭窄视野
HP:0001134	Anterior polar cataract	前极白内障
HP:0001135	Chorioretinal dystrophy	脉络膜视网膜营养不良
HP:0001136	Retinal arteriolar tortuosity	视网膜小动脉迂曲
HP:0001137	Alternating esotropia	交替性内斜视
HP:0001138	Optic neuropathy	视神经病变
HP:0001139	Choroideremia	无脉络膜症
HP:0001140	Epibulbar dermoid	眼球外层皮样囊肿
HP:0001141	Severe visual impairment	严重的视力障碍
HP:0001142	Lenticonus	圆锥形晶状体
HP:0001144	Orbital cyst	眼眶囊肿
HP:0001145	Chorioretinopathy	脉络膜视网膜病变
HP:0001146	Pigmentary retinal degeneration	色素性视网膜变性
HP:0001147	Retinal exudate	视网膜渗出
